delivery_id,part_id,source_warehouse,destination_site,destination_lat,destination_lon,order_date,planned_delivery_date,actual_delivery_date,quantity,transport_mode,delivery_cost,delivery_status,distance_km
DEL000416,SP00116,WH05,Site_E,17.141299,71.949592,2023-09-16,2023-09-18,2023-09-19,5,Air,5681.71,Delivered,445.88
DEL000417,SP00191,WH02,Site_A,28.460272,75.303934,2023-09-18,2023-09-19,2023-09-22,2,Express,9636.71,Delivered,682.22
DEL000418,SP00009,WH04,Site_C,22.643479,87.314365,2023-09-18,2023-09-25,2023-09-24,2,Road,4349.09,Delivered,535.16
DEL000419,SP00112,WH04,Site_E,21.037362,90.323567,2023-09-18,2023-09-19,2023-09-21,7,Express,8200.36,Delivered,575.56
DEL000420,SP00098,WH05,Site_E,16.604977,73.20713,2023-09-18,2023-09-24,2023-09-25,6,Road,371.33,Delivered,50.98
DEL000421,SP00019,WH04,Site_E,21.704089,89.751528,2023-09-18,2023-09-20,2023-09-19,3,Air,2167.36,Delivered,178.11
DEL000422,SP00138,WH01,Site_D,20.981852,73.477141,2023-09-21,2023-09-23,2023-09-22,2,Air,7719.54,Delivered,621.64
DEL000423,SP00058,WH03,Site_C,11.935113,81.006137,2023-09-21,2023-09-22,2023-09-22,1,Express,5366.29,Delivered,356.35
DEL000424,SP00035,WH02,Site_B,29.770877,79.029492,2023-09-21,2023-09-22,2023-09-24,3,Express,1934.06,Delivered,135.99
DEL000425,SP00091,WH01,Site_C,17.859247,70.93349,2023-09-21,2023-09-26,2023-09-28,2,Road,5264.84,Delivered,725.16
DEL000426,SP00125,WH02,Site_E,28.347793,75.737444,2023-09-21,2023-09-23,2023-09-24,5,Air,4002.4,Delivered,360.8
DEL000427,SP00161,WH04,Site_C,21.413939,87.763591,2023-09-22,2023-09-23,2023-09-23,8,Express,9811.13,Delivered,651.86
DEL000428,SP00078,WH04,Site_E,22.21807,89.513391,2023-09-22,2023-09-28,2023-09-30,5,Road,2194.78,Delivered,258.53
DEL000429,SP00169,WH02,Site_A,29.996501,75.784933,2023-09-22,2023-09-25,2023-09-24,3,Road,6253.34,Delivered,732.99
DEL000430,SP00112,WH03,Site_C,11.265268,79.035982,2023-10-05,2023-10-07,2023-10-07,10,Air,7999.46,Delivered,609.16
DEL000431,SP00172,WH04,Site_A,21.224634,88.732634,2023-10-05,2023-10-06,2023-10-07,9,Express,1702.88,Delivered,123.03
DEL000432,SP00025,WH05,Site_D,19.293399,73.203087,2023-10-05,2023-10-08,2023-10-10,7,Road,1729.81,Delivered,220.85
DEL000433,SP00066,WH05,Site_E,18.764322,72.576992,2023-10-06,2023-10-08,2023-10-11,5,Air,5755.47,Delivered,446.51
DEL000434,SP00045,WH05,Site_B,16.827251,74.319438,2023-10-09,2023-10-10,2023-10-13,5,Express,10239.43,Delivered,682.81
DEL000435,SP00112,WH02,Site_A,29.297707,78.153933,2023-10-12,2023-10-18,2023-10-18,9,Road,4258.32,Delivered,587.43
DEL000436,SP00101,WH04,Site_C,21.027546,86.67841,2023-10-14,2023-10-21,2023-10-21,2,Road,2333.27,Delivered,273.55
DEL000437,SP00015,WH02,Site_E,27.800219,76.284756,2023-10-15,2023-10-21,2023-10-24,5,Road,2500.6,Delivered,336.34
DEL000438,SP00013,WH03,Site_A,13.333188,79.15496,2023-10-15,2023-10-17,2023-10-16,2,Air,5922.34,Delivered,484.73
DEL000439,SP00143,WH01,Site_C,18.062973,72.316507,2023-10-16,2023-10-19,2023-10-22,2,Road,792.65,Delivered,95.89
DEL000440,SP00084,WH04,Site_A,23.091097,87.221808,2023-10-16,2023-10-22,2023-10-24,8,Road,2756.33,Delivered,382.47
DEL000441,SP00159,WH03,Site_C,14.801911,79.821695,2023-10-16,2023-10-17,2023-10-20,7,Express,8551.22,Delivered,592.5
DEL000442,SP00113,WH02,Site_E,28.857972,78.749185,2023-10-16,2023-10-17,2023-10-16,9,Express,9682.19,Delivered,646.94
DEL000443,SP00120,WH05,Site_E,17.758487,73.949746,2023-10-16,2023-10-17,2023-10-16,2,Express,10194.9,Delivered,675.0
DEL000444,SP00048,WH03,Site_C,14.66983,78.49371,2023-10-19,2023-10-21,2023-10-21,8,Air,4130.14,Delivered,327.41
DEL000445,SP00158,WH04,Site_B,20.904367,87.253656,2023-10-19,2023-10-23,2023-10-25,1,Road,3982.69,Delivered,478.03
DEL000446,SP00126,WH01,Site_E,17.373523,70.908136,2023-10-19,2023-10-20,2023-10-21,5,Express,8926.72,Delivered,545.76
DEL000447,SP00193,WH04,Site_D,20.845689,88.860189,2023-10-20,2023-10-23,2023-10-25,9,Road,840.59,Delivered,96.9
DEL000448,SP00059,WH03,Site_E,14.3537,78.807399,2023-10-20,2023-10-25,2023-10-28,4,Road,4899.25,Delivered,573.17
DEL000449,SP00098,WH03,Site_A,13.008393,81.38675,2023-10-22,2023-10-24,2023-10-26,3,Air,9547.8,Delivered,746.15
DEL000450,SP00115,WH02,Site_C,30.131842,77.874306,2023-10-23,2023-10-25,2023-10-27,7,Air,1474.3,Delivered,125.63
DEL000451,SP00017,WH04,Site_A,20.95311,88.197443,2023-10-23,2023-10-25,2023-10-24,2,Air,7178.01,Delivered,644.53
DEL000452,SP00164,WH02,Site_E,26.775896,77.191737,2023-10-23,2023-10-25,2023-10-26,10,Air,6112.64,Delivered,542.85
DEL000453,SP00088,WH03,Site_B,13.607286,81.503965,2023-10-24,2023-10-26,2023-10-28,6,Air,8183.07,Delivered,653.0
DEL000454,SP00084,WH03,Site_B,11.631692,80.112409,2023-10-24,2023-10-26,2023-10-25,4,Air,1263.8,Delivered,108.64
DEL000455,SP00125,WH03,Site_E,14.275091,80.323759,2023-10-24,2023-10-25,2023-10-24,7,Express,3336.74,Delivered,243.62
DEL000456,SP00013,WH05,Site_A,19.209582,74.533426,2023-10-24,2023-10-26,2023-10-26,5,Air,5947.31,Delivered,526.78
DEL000457,SP00171,WH02,Site_A,30.067777,77.263245,2023-10-26,2023-10-27,2023-10-26,2,Express,3325.31,Delivered,212.67
DEL000458,SP00116,WH05,Site_A,20.124497,74.033232,2023-10-26,2023-10-29,2023-11-01,5,Road,4830.45,Delivered,669.8
DEL000459,SP00090,WH01,Site_E,19.035952,74.130651,2023-10-26,2023-11-02,2023-11-03,1,Road,2691.96,Delivered,365.28
DEL000460,SP00032,WH03,Site_B,11.252224,79.627275,2023-10-26,2023-10-28,2023-10-27,6,Air,3559.58,Delivered,299.62
DEL000461,SP00003,WH01,Site_E,17.225103,73.835036,2023-10-26,2023-10-28,2023-10-27,6,Air,7980.5,Delivered,650.65
DEL000462,SP00026,WH04,Site_E,22.980053,86.391648,2023-10-27,2023-10-28,2023-10-30,2,Express,5433.69,Delivered,343.18
DEL000463,SP00013,WH03,Site_D,14.724276,80.336046,2023-10-27,2023-10-28,2023-10-31,5,Express,2938.04,Delivered,194.68
DEL000464,SP00080,WH01,Site_A,17.826743,71.410027,2023-10-27,2023-10-28,2023-10-30,7,Express,7645.67,Delivered,490.06
DEL000465,SP00160,WH03,Site_D,14.897025,80.957775,2023-10-27,2023-10-29,2023-10-28,8,Air,4697.94,Delivered,406.26
DEL000466,SP00097,WH02,Site_A,28.865121,77.558952,2023-11-05,2023-11-06,2023-11-09,5,Express,10256.88,Delivered,743.85
DEL000467,SP00150,WH04,Site_C,21.60389,89.693579,2023-11-05,2023-11-11,2023-11-10,1,Road,5472.06,Delivered,646.19
DEL000468,SP00179,WH03,Site_C,12.43408,79.622571,2023-11-05,2023-11-07,2023-11-07,5,Air,3738.7,Delivered,291.58
DEL000469,SP00020,WH01,Site_A,19.93851,74.333478,2023-11-14,2023-11-15,2023-11-18,10,Express,1777.88,Delivered,126.07
DEL000470,SP00012,WH02,Site_C,26.953044,78.786336,2023-11-14,2023-11-16,2023-11-15,3,Air,7362.85,Delivered,678.44
DEL000471,SP00135,WH05,Site_B,17.626332,74.350377,2023-11-14,2023-11-21,2023-11-22,9,Road,4758.47,Delivered,542.22
DEL000472,SP00054,WH02,Site_A,27.401867,77.757502,2023-11-14,2023-11-15,2023-11-16,5,Express,10953.7,Delivered,746.61
DEL000473,SP00045,WH01,Site_D,18.975023,72.62756,2023-11-14,2023-11-16,2023-11-17,3,Air,6742.39,Delivered,595.74
DEL000474,SP00165,WH02,Site_C,26.893797,77.745878,2023-11-16,2023-11-21,2023-11-22,5,Road,459.37,Delivered,58.63
DEL000475,SP00040,WH05,Site_A,17.653648,75.468261,2023-11-16,2023-11-17,2023-11-17,1,Express,12444.46,Delivered,773.15
DEL000476,SP00037,WH05,Site_A,18.768908,72.263597,2023-11-18,2023-11-20,2023-11-20,8,Air,4807.35,Delivered,395.37
DEL000477,SP00173,WH01,Site_E,19.367585,71.18165,2023-11-18,2023-11-25,2023-11-28,5,Road,5506.18,Delivered,702.78
DEL000478,SP00113,WH05,Site_A,16.792998,71.933459,2023-11-18,2023-11-20,2023-11-19,1,Air,5440.06,Delivered,480.7
DEL000479,SP00110,WH02,Site_B,28.319972,78.980659,2023-11-18,2023-11-20,2023-11-22,2,Air,3159.31,Delivered,288.89
DEL000480,SP00117,WH02,Site_D,29.207452,75.237182,2023-11-18,2023-11-19,2023-11-20,10,Express,7307.79,Delivered,445.0
DEL000481,SP00103,WH04,Site_D,23.78919,89.424536,2023-11-19,2023-11-22,2023-11-23,7,Road,2265.59,Delivered,273.36
DEL000482,SP00097,WH02,Site_B,28.499402,75.728026,2023-11-20,2023-11-21,2023-11-21,1,Express,4613.21,Delivered,329.72
DEL000483,SP00013,WH03,Site_B,12.359966,80.543672,2023-11-20,2023-11-22,2023-11-25,10,Air,8322.3,Delivered,666.78
DEL000484,SP00195,WH05,Site_D,17.295937,71.973652,2023-11-20,2023-11-22,2023-11-24,1,Air,7979.69,Delivered,608.21
DEL000485,SP00112,WH03,Site_B,14.646859,79.387639,2023-11-22,2023-11-26,2023-11-26,8,Road,6773.75,Delivered,785.28
DEL000486,SP00173,WH01,Site_D,20.742294,72.559475,2023-11-22,2023-11-24,2023-11-25,7,Air,5239.47,Delivered,406.89
DEL000487,SP00129,WH03,Site_D,11.549728,81.32029,2023-11-23,2023-11-25,2023-11-25,9,Air,5255.57,Delivered,429.01
DEL000488,SP00014,WH01,Site_C,19.988649,74.427736,2023-11-23,2023-11-24,2023-11-26,7,Express,6049.79,Delivered,380.98
DEL000489,SP00111,WH01,Site_B,20.362338,72.344447,2023-11-26,2023-11-28,2023-12-01,5,Air,7031.97,Delivered,631.8
DEL000490,SP00047,WH02,Site_E,27.672405,76.646176,2023-11-26,2023-11-27,2023-11-30,6,Express,7727.92,Delivered,561.07
DEL000491,SP00101,WH01,Site_C,17.65356,73.545803,2023-11-26,2023-11-28,2023-11-28,2,Air,4600.07,Delivered,417.9
DEL000492,SP00161,WH01,Site_E,18.038124,74.853167,2023-11-27,2023-11-29,2023-11-30,8,Air,1251.65,Delivered,100.97
DEL000493,SP00092,WH05,Site_D,17.722704,75.619749,2023-11-27,2023-11-29,2023-12-02,2,Air,8287.93,Delivered,633.17
DEL000494,SP00057,WH03,Site_D,11.855768,80.366196,2023-11-27,2023-12-01,2023-12-03,10,Road,3305.4,Delivered,379.13
DEL000495,SP00070,WH02,Site_D,30.203642,77.771964,2023-11-27,2023-12-04,2023-12-06,5,Road,3591.31,Delivered,429.14
DEL000496,SP00043,WH02,Site_E,30.510648,76.424545,2023-11-27,2023-12-02,2023-12-04,5,Road,4528.26,Delivered,577.18
DEL000497,SP00086,WH05,Site_D,17.357368,74.943217,2023-11-28,2023-11-30,2023-12-03,6,Air,3768.49,Delivered,297.84
DEL000498,SP00169,WH02,Site_B,26.958821,78.671175,2023-11-29,2023-12-03,2023-12-06,10,Road,4461.55,Delivered,557.49
DEL000499,SP00155,WH05,Site_D,17.780105,72.288879,2023-12-04,2023-12-06,2023-12-08,1,Air,6710.91,Delivered,529.25
DEL000500,SP00138,WH03,Site_E,13.059281,81.470156,2023-12-04,2023-12-11,2023-12-11,7,Road,4792.18,Delivered,603.47
DEL000501,SP00062,WH04,Site_D,24.555583,89.62323,2023-12-04,2023-12-08,2023-12-08,5,Road,2205.28,Delivered,301.08
DEL000502,SP00148,WH01,Site_E,18.127851,72.421072,2023-12-04,2023-12-09,2023-12-09,6,Road,6056.65,Delivered,725.41
DEL000503,SP00178,WH02,Site_A,28.51345,78.27816,2023-12-04,2023-12-05,2023-12-06,7,Express,11344.03,Delivered,749.82
DEL000504,SP00033,WH01,Site_E,20.268443,72.730201,2023-12-05,2023-12-09,2023-12-08,1,Road,1045.15,Delivered,143.25
DEL000505,SP00157,WH02,Site_D,29.690977,77.505539,2023-12-05,2023-12-12,2023-12-13,6,Road,753.71,Delivered,88.62
DEL000506,SP00135,WH05,Site_E,18.463955,73.017152,2023-12-06,2023-12-07,2023-12-07,3,Express,7574.19,Delivered,533.9
DEL000507,SP00176,WH05,Site_E,16.793567,72.366277,2023-12-06,2023-12-07,2023-12-06,4,Express,8064.46,Delivered,546.83
DEL000508,SP00076,WH01,Site_C,20.32308,74.847416,2023-12-06,2023-12-07,2023-12-07,10,Express,7786.53,Delivered,517.76
DEL000509,SP00055,WH01,Site_B,19.173488,72.43787,2023-12-06,2023-12-12,2023-12-12,10,Road,3831.62,Delivered,436.96
DEL000510,SP00034,WH03,Site_B,12.174207,79.610313,2023-12-07,2023-12-08,2023-12-07,8,Express,2134.46,Delivered,156.26
DEL000511,SP00032,WH02,Site_C,27.741784,76.297929,2023-12-07,2023-12-14,2023-12-15,10,Road,5541.87,Delivered,686.99
DEL000512,SP00092,WH05,Site_E,19.425485,74.264291,2023-12-07,2023-12-08,2023-12-07,5,Express,4987.76,Delivered,334.7
DEL000513,SP00086,WH02,Site_E,27.292278,78.480776,2023-12-08,2023-12-10,2023-12-11,9,Air,3490.83,Delivered,268.26
DEL000514,SP00006,WH03,Site_A,14.119281,79.82606,2023-12-10,2023-12-12,2023-12-12,3,Air,9650.22,Delivered,769.13
DEL000515,SP00182,WH04,Site_B,21.693199,86.923064,2023-12-10,2023-12-11,2023-12-14,8,Express,10764.71,Delivered,746.66
DEL000516,SP00046,WH05,Site_B,19.262305,75.165543,2023-12-10,2023-12-13,2023-12-12,3,Road,3569.95,Delivered,491.67
DEL000517,SP00059,WH02,Site_C,29.285817,77.133738,2023-12-12,2023-12-18,2023-12-21,1,Road,839.11,Delivered,108.7
DEL000518,SP00056,WH03,Site_D,11.114103,81.336296,2023-12-16,2023-12-18,2023-12-20,8,Air,8122.74,Delivered,694.71
DEL000519,SP00121,WH03,Site_A,11.298477,78.455664,2023-12-16,2023-12-17,2023-12-19,8,Express,2588.08,Delivered,181.93
DEL000520,SP00052,WH05,Site_D,17.163458,73.727511,2023-12-18,2023-12-25,2023-12-26,5,Road,2132.13,Delivered,242.44
DEL000521,SP00199,WH03,Site_B,11.393209,78.51816,2023-12-18,2023-12-22,2023-12-22,4,Road,5279.81,Delivered,654.12
DEL000522,SP00139,WH04,Site_D,23.804757,89.607907,2023-12-18,2023-12-19,2023-12-21,4,Express,3170.77,Delivered,232.03
DEL000523,SP00122,WH03,Site_C,11.778789,80.754584,2023-12-19,2023-12-20,2023-12-21,10,Express,11696.24,Delivered,714.09
DEL000524,SP00099,WH01,Site_A,19.258109,71.432085,2023-12-19,2023-12-21,2023-12-21,3,Air,2383.47,Delivered,204.52
DEL000525,SP00199,WH04,Site_B,24.340831,88.37118,2023-12-19,2023-12-21,2023-12-24,4,Air,4771.68,Delivered,439.77
DEL000526,SP00181,WH01,Site_D,18.945473,73.529622,2023-12-21,2023-12-23,2023-12-22,8,Air,4963.51,Delivered,387.9
DEL000527,SP00101,WH01,Site_C,19.77462,74.768033,2023-12-21,2023-12-22,2023-12-22,5,Express,8727.3,Delivered,538.96
DEL000528,SP00168,WH02,Site_A,29.320445,78.957567,2023-12-23,2023-12-25,2023-12-25,6,Air,1300.11,Delivered,102.05
DEL000529,SP00124,WH04,Site_A,24.552498,89.565558,2023-12-23,2023-12-24,2023-12-24,1,Express,9381.91,Delivered,675.37
DEL000530,SP00091,WH04,Site_E,22.121417,87.546596,2023-12-23,2023-12-29,2023-12-29,5,Road,4382.22,Delivered,501.04
DEL000531,SP00111,WH03,Site_E,12.229555,80.324897,2023-12-23,2023-12-24,2023-12-23,1,Express,8186.68,Delivered,581.56
DEL000532,SP00081,WH01,Site_D,19.924064,71.418665,2023-12-24,2023-12-25,2023-12-25,6,Express,2622.78,Delivered,192.8
DEL000533,SP00141,WH02,Site_A,28.667603,75.386281,2023-12-24,2023-12-29,2023-12-29,1,Road,1240.85,Delivered,165.96
DEL000534,SP00051,WH03,Site_E,14.207682,81.527084,2023-12-24,2023-12-25,2023-12-28,1,Express,11179.64,Delivered,747.01
DEL000535,SP00157,WH05,Site_A,20.083801,74.712948,2023-12-25,2023-12-26,2023-12-28,7,Express,4335.27,Delivered,280.67
DEL000536,SP00066,WH01,Site_E,19.391242,73.359694,2023-12-25,2023-12-27,2023-12-26,7,Air,7386.58,Delivered,596.11
DEL000537,SP00112,WH01,Site_D,17.958518,73.52606,2023-12-25,2023-12-27,2023-12-28,3,Air,6565.41,Delivered,583.42
DEL000538,SP00040,WH02,Site_E,29.85693,75.791149,2023-12-25,2023-12-27,2023-12-26,8,Air,7755.87,Delivered,717.28
DEL000539,SP00135,WH05,Site_B,18.670729,72.416718,2023-12-26,2023-12-29,2023-12-30,3,Road,1225.27,Delivered,145.87
DEL000540,SP00131,WH04,Site_E,22.876045,87.80134,2023-12-27,2023-12-30,2024-01-02,9,Road,5722.09,Delivered,789.42
DEL000541,SP00182,WH05,Site_A,18.052289,75.253862,2023-12-27,2023-12-29,2023-12-28,5,Air,1638.99,Delivered,137.4
DEL000542,SP00010,WH01,Site_E,17.801406,74.113093,2023-12-27,2023-12-28,2023-12-31,2,Express,10564.24,Delivered,668.33
DEL000543,SP00050,WH05,Site_A,17.286216,72.032623,2023-12-27,2023-12-29,2023-12-30,7,Air,4141.81,Delivered,344.13
DEL000544,SP00013,WH02,Site_B,29.614718,76.562766,2023-12-27,2023-12-28,2023-12-27,8,Express,9606.09,Delivered,587.73
DEL000545,SP00085,WH03,Site_A,12.037198,82.220066,2023-12-28,2024-01-02,2024-01-03,7,Road,765.58,Delivered,89.9
DEL000546,SP00200,WH05,Site_B,17.026976,73.708768,2023-12-28,2023-12-31,2024-01-01,5,Road,5860.83,Delivered,676.47
DEL000547,SP00027,WH04,Site_D,24.454821,88.073761,2023-12-28,2023-12-29,2023-12-30,5,Express,9668.96,Delivered,660.23
DEL000548,SP00141,WH04,Site_D,22.088187,87.950099,2023-12-28,2023-12-30,2023-12-31,10,Air,6770.4,Delivered,526.61
DEL000549,SP00199,WH01,Site_A,19.09611,70.911135,2023-12-29,2023-12-30,2023-12-29,4,Express,848.74,Delivered,53.79
DEL000550,SP00089,WH04,Site_A,21.624969,88.153286,2023-12-29,2023-12-31,2023-12-30,8,Air,2883.01,Delivered,253.42
DEL000551,SP00161,WH05,Site_B,17.820876,74.750843,2023-12-31,2024-01-07,2024-01-07,8,Road,4314.66,Delivered,547.27
DEL000552,SP00051,WH03,Site_C,13.651494,78.835843,2023-12-31,2024-01-04,2024-01-05,1,Road,5888.49,Delivered,797.36
DEL000553,SP00173,WH03,Site_A,12.702176,80.117979,2024-01-01,2024-01-03,2024-01-05,1,Air,9973.41,Delivered,799.41
DEL000554,SP00039,WH03,Site_D,11.225659,81.819447,2024-01-01,2024-01-04,2024-01-07,3,Road,4105.77,Delivered,498.84
DEL000555,SP00005,WH03,Site_C,13.081011,81.279329,2024-01-01,2024-01-03,2024-01-03,9,Air,6412.86,Delivered,517.36
DEL000556,SP00065,WH04,Site_A,21.713288,86.877478,2024-01-01,2024-01-07,2024-01-07,6,Road,6808.27,Delivered,777.89
DEL000557,SP00133,WH01,Site_D,19.178794,73.471692,2024-01-02,2024-01-03,2024-01-04,6,Express,6362.86,Delivered,427.53
DEL000558,SP00003,WH04,Site_B,24.36033,87.21186,2024-01-02,2024-01-06,2024-01-09,4,Road,3447.72,Delivered,431.72
DEL000559,SP00002,WH02,Site_C,29.672079,76.225986,2024-01-02,2024-01-03,2024-01-06,1,Express,3344.77,Delivered,242.09
DEL000560,SP00177,WH01,Site_E,18.054212,72.345177,2024-01-03,2024-01-08,2024-01-07,5,Road,5919.05,Delivered,790.98
DEL000561,SP00034,WH02,Site_A,27.347458,76.714292,2024-01-03,2024-01-08,2024-01-10,2,Road,2066.44,Delivered,259.87
DEL000562,SP00130,WH02,Site_A,27.702515,78.466379,2024-01-03,2024-01-05,2024-01-04,1,Air,4906.87,Delivered,415.37
DEL000563,SP00191,WH05,Site_A,18.126917,73.240698,2024-01-03,2024-01-10,2024-01-12,3,Road,5111.85,Delivered,642.45
DEL000564,SP00015,WH01,Site_D,17.392056,71.029962,2024-01-03,2024-01-09,2024-01-09,8,Road,1284.99,Delivered,166.85
DEL000565,SP00072,WH03,Site_E,11.546015,80.005324,2024-01-09,2024-01-11,2024-01-10,6,Air,7801.87,Delivered,665.57
DEL000566,SP00194,WH05,Site_C,18.723007,72.375352,2024-01-11,2024-01-14,2024-01-16,9,Road,908.96,Delivered,115.22
DEL000567,SP00094,WH05,Site_B,17.964582,75.092263,2024-01-11,2024-01-17,2024-01-18,4,Road,554.58,Delivered,66.77
DEL000568,SP00074,WH01,Site_E,17.527537,71.925107,2024-01-11,2024-01-15,2024-01-18,7,Road,6135.18,Delivered,698.64
DEL000569,SP00072,WH05,Site_E,18.584434,73.473855,2024-01-11,2024-01-16,2024-01-18,7,Road,4109.89,Delivered,544.45
DEL000570,SP00059,WH02,Site_B,29.342429,78.296846,2024-01-11,2024-01-13,2024-01-14,3,Air,8363.99,Delivered,769.54
DEL000571,SP00133,WH03,Site_E,14.177893,78.488582,2024-01-16,2024-01-17,2024-01-18,1,Express,3076.83,Delivered,198.61
DEL000572,SP00015,WH04,Site_C,22.779732,88.203959,2024-01-16,2024-01-17,2024-01-17,5,Express,5438.77,Delivered,354.29
DEL000573,SP00188,WH05,Site_C,19.947376,72.013452,2024-01-16,2024-01-17,2024-01-17,9,Express,7119.95,Delivered,438.3
DEL000574,SP00017,WH03,Site_D,14.417866,81.88307,2024-01-17,2024-01-18,2024-01-18,8,Express,5714.27,Delivered,380.49
DEL000575,SP00153,WH04,Site_E,22.904382,89.106254,2024-01-18,2024-01-20,2024-01-20,2,Air,8582.45,Delivered,657.49
DEL000576,SP00090,WH02,Site_B,30.298515,77.066807,2024-01-19,2024-01-22,2024-01-21,5,Road,3991.72,Delivered,549.1
DEL000577,SP00002,WH05,Site_C,20.377475,73.822456,2024-01-19,2024-01-22,2024-01-24,6,Road,1697.24,Delivered,214.08
DEL000578,SP00171,WH04,Site_E,20.994538,88.870415,2024-01-19,2024-01-21,2024-01-22,1,Air,1081.76,Delivered,99.76
DEL000579,SP00198,WH03,Site_A,11.195781,78.332147,2024-01-19,2024-01-23,2024-01-23,3,Road,5594.23,Delivered,669.62
DEL000580,SP00060,WH02,Site_E,26.77783,78.765336,2024-01-20,2024-01-21,2024-01-21,3,Express,1517.73,Delivered,109.77
DEL000581,SP00069,WH04,Site_B,23.117551,89.821521,2024-01-20,2024-01-21,2024-01-24,8,Express,11218.7,Delivered,709.88
DEL000582,SP00197,WH04,Site_C,21.638867,87.363119,2024-01-20,2024-01-26,2024-01-27,7,Road,2827.42,Delivered,386.22
DEL000583,SP00144,WH01,Site_E,20.754855,74.405187,2024-01-20,2024-01-21,2024-01-24,2,Express,4132.87,Delivered,282.69
DEL000584,SP00007,WH02,Site_C,29.245161,78.079904,2024-01-20,2024-01-21,2024-01-23,10,Express,3109.52,Delivered,197.05
DEL000585,SP00136,WH03,Site_E,14.93349,78.687769,2024-01-21,2024-01-22,2024-01-21,3,Express,6806.04,Delivered,436.51
DEL000586,SP00179,WH05,Site_D,17.411521,73.945386,2024-01-23,2024-01-29,2024-01-30,2,Road,1203.63,Delivered,148.48
DEL000587,SP00194,WH05,Site_B,19.060626,74.971914,2024-01-23,2024-01-24,2024-01-23,7,Express,4912.24,Delivered,333.95
DEL000588,SP00026,WH04,Site_E,23.040483,86.836619,2024-01-23,2024-01-24,2024-01-27,3,Express,9368.41,Delivered,597.24
DEL000589,SP00079,WH03,Site_D,14.55987,80.966928,2024-01-23,2024-01-25,2024-01-28,7,Air,6482.16,Delivered,556.3
DEL000590,SP00051,WH05,Site_D,20.225693,74.790044,2024-01-23,2024-01-25,2024-01-28,8,Air,4069.35,Delivered,328.37
DEL000591,SP00045,WH01,Site_A,18.810741,71.733464,2024-01-24,2024-01-26,2024-01-29,1,Air,7118.69,Delivered,549.03
DEL000592,SP00154,WH05,Site_B,16.656375,75.116553,2024-01-24,2024-01-26,2024-01-26,8,Air,5038.33,Delivered,443.36
DEL000593,SP00064,WH02,Site_D,28.967828,76.218681,2024-01-24,2024-01-27,2024-01-27,8,Road,5096.78,Delivered,629.25
DEL000594,SP00115,WH05,Site_C,19.784089,73.65189,2024-01-24,2024-01-26,2024-01-29,5,Air,4935.13,Delivered,385.07
DEL000595,SP00008,WH01,Site_A,17.401429,72.717338,2024-01-25,2024-01-29,2024-01-29,4,Road,5347.27,Delivered,708.38
DEL000596,SP00060,WH03,Site_B,12.41178,81.463343,2024-01-25,2024-01-26,2024-01-29,9,Express,8447.45,Delivered,560.33
DEL000597,SP00189,WH02,Site_C,30.636645,79.035234,2024-01-25,2024-01-29,2024-02-01,6,Road,5334.61,Delivered,631.8
DEL000598,SP00055,WH02,Site_E,26.924739,77.192991,2024-01-27,2024-01-30,2024-02-01,10,Road,1768.06,Delivered,211.47
DEL000599,SP00004,WH02,Site_B,29.393329,78.237308,2024-01-27,2024-01-28,2024-01-28,2,Express,837.58,Delivered,57.62
DEL000600,SP00008,WH01,Site_D,17.975392,72.103948,2024-01-27,2024-01-29,2024-02-01,5,Air,6710.81,Delivered,518.49
DEL000601,SP00146,WH01,Site_D,17.08821,73.061512,2024-01-27,2024-01-29,2024-02-01,8,Air,7960.03,Delivered,717.27
DEL000602,SP00166,WH01,Site_C,18.835382,73.962852,2024-01-27,2024-01-28,2024-01-31,10,Express,3948.42,Delivered,269.86
DEL000603,SP00148,WH04,Site_C,23.89409,90.259745,2024-01-28,2024-01-30,2024-02-02,2,Air,8187.76,Delivered,693.75
DEL000604,SP00004,WH01,Site_C,19.600561,73.995109,2024-01-28,2024-02-03,2024-02-03,1,Road,5039.75,Delivered,629.28
DEL000605,SP00069,WH01,Site_B,17.731811,73.536616,2024-01-28,2024-01-30,2024-01-30,2,Air,1082.85,Delivered,92.6
DEL000606,SP00143,WH03,Site_A,12.778085,78.518162,2024-01-28,2024-01-30,2024-02-02,9,Air,6645.53,Delivered,557.69
DEL000607,SP00127,WH01,Site_B,20.220142,73.740948,2024-01-29,2024-01-31,2024-02-03,1,Air,5723.19,Delivered,479.2
DEL000608,SP00112,WH02,Site_A,28.905385,77.775827,2024-01-30,2024-01-31,2024-01-31,4,Express,922.27,Delivered,66.76
DEL000609,SP00102,WH01,Site_C,19.40649,72.468062,2024-01-30,2024-01-31,2024-01-31,7,Express,3939.09,Delivered,284.88
DEL000610,SP00129,WH03,Site_C,11.442228,79.222388,2024-01-30,2024-01-31,2024-02-02,2,Express,1683.43,Delivered,117.42
DEL000611,SP00114,WH04,Site_B,22.029457,87.674548,2024-01-30,2024-02-01,2024-02-01,4,Air,8540.67,Delivered,654.93
DEL000612,SP00080,WH01,Site_E,18.532708,71.177677,2024-01-30,2024-02-01,2024-02-02,2,Air,7510.35,Delivered,645.36
DEL000613,SP00133,WH03,Site_E,13.843717,79.798087,2024-01-31,2024-02-06,2024-02-07,7,Road,1736.1,Delivered,224.52
