transaction_id,transaction_date,part_id,part_name,transaction_type,quantity,unit_cost,total_cost,batch_id
PUR000625,2024-09-18,SP00042,Bolt Type-42,Purchase,66,337.24,22257.56,BATCH00625
PUR000626,2024-12-27,SP00042,Bolt Type-42,Purchase,71,352.04,24994.5,BATCH00626
PUR000627,2022-04-14,SP00043,Cylinder Type-43,Purchase,70,196.7,13769.03,BATCH00627
PUR000628,2022-04-18,SP00043,Cylinder Type-43,Purchase,27,190.6,5146.14,BATCH00628
PUR000629,2022-07-25,SP00043,Cylinder Type-43,Purchase,80,191.2,15296.08,BATCH00629
PUR000630,2022-08-12,SP00043,Cylinder Type-43,Purchase,30,211.27,6338.2,BATCH00630
PUR000631,2022-10-09,SP00043,Cylinder Type-43,Purchase,70,201.3,14091.0,BATCH00631
PUR000632,2023-02-18,SP00043,Cylinder Type-43,Purchase,35,206.26,7219.22,BATCH00632
PUR000633,2023-04-08,SP00043,Cylinder Type-43,Purchase,46,213.37,9814.88,BATCH00633
PUR000634,2023-04-22,SP00043,Cylinder Type-43,Purchase,92,204.69,18831.56,BATCH00634
PUR000635,2023-05-06,SP00043,Cylinder Type-43,Purchase,21,199.59,4191.37,BATCH00635
PUR000636,2023-05-12,SP00043,Cylinder Type-43,Purchase,39,212.14,8273.32,BATCH00636
PUR000637,2023-07-10,SP00043,Cylinder Type-43,Purchase,14,211.28,2957.86,BATCH00637
PUR000638,2023-07-11,SP00043,Cylinder Type-43,Purchase,32,219.26,7016.43,BATCH00638
PUR000639,2024-12-23,SP00043,Cylinder Type-43,Purchase,32,222.95,7134.36,BATCH00639
PUR000640,2022-01-19,SP00044,Seal Type-44,Purchase,92,2884.02,265329.85,BATCH00640
PUR000641,2022-03-18,SP00044,Seal Type-44,Purchase,73,2932.85,214098.31,BATCH00641
PUR000642,2022-08-08,SP00044,Seal Type-44,Purchase,27,3092.7,83502.88,BATCH00642
PUR000643,2023-01-17,SP00044,Seal Type-44,Purchase,69,3147.72,217192.43,BATCH00643
PUR000644,2023-08-06,SP00044,Seal Type-44,Purchase,24,3049.65,73191.62,BATCH00644
PUR000645,2023-08-16,SP00044,Seal Type-44,Purchase,68,3071.59,208868.4,BATCH00645
PUR000646,2023-09-04,SP00044,Seal Type-44,Purchase,33,3178.46,104889.26,BATCH00646
PUR000647,2023-11-18,SP00044,Seal Type-44,Purchase,53,3008.08,159428.21,BATCH00647
PUR000648,2024-03-24,SP00044,Seal Type-44,Purchase,82,3305.39,271041.7,BATCH00648
PUR000649,2024-10-11,SP00044,Seal Type-44,Purchase,34,3348.97,113865.15,BATCH00649
PUR000650,2022-06-27,SP00045,Hose Type-45,Purchase,59,49.0,2890.9,BATCH00650
PUR000651,2022-07-15,SP00045,Hose Type-45,Purchase,44,50.3,2213.1,BATCH00651
PUR000652,2022-10-15,SP00045,Hose Type-45,Purchase,48,54.67,2624.3,BATCH00652
PUR000653,2023-01-14,SP00045,Hose Type-45,Purchase,83,53.36,4429.05,BATCH00653
PUR000654,2023-05-24,SP00045,Hose Type-45,Purchase,93,51.19,4760.87,BATCH00654
PUR000655,2023-10-25,SP00045,Hose Type-45,Purchase,40,54.11,2164.5,BATCH00655
PUR000656,2023-11-03,SP00045,Hose Type-45,Purchase,25,52.54,1313.48,BATCH00656
PUR000657,2024-03-31,SP00045,Hose Type-45,Purchase,30,55.78,1673.36,BATCH00657
PUR000658,2024-04-10,SP00045,Hose Type-45,Purchase,74,55.51,4107.83,BATCH00658
PUR000659,2024-05-25,SP00045,Hose Type-45,Purchase,100,58.74,5873.58,BATCH00659
PUR000660,2024-09-04,SP00045,Hose Type-45,Purchase,98,58.59,5742.23,BATCH00660
PUR000661,2024-11-21,SP00045,Hose Type-45,Purchase,47,55.39,2603.28,BATCH00661
PUR000662,2022-06-17,SP00046,Sensor Type-46,Purchase,19,416.66,7916.6,BATCH00662
PUR000663,2022-10-01,SP00046,Sensor Type-46,Purchase,24,431.42,10354.06,BATCH00663
PUR000664,2022-11-10,SP00046,Sensor Type-46,Purchase,80,398.08,31846.53,BATCH00664
PUR000665,2023-03-24,SP00046,Sensor Type-46,Purchase,35,440.72,15425.32,BATCH00665
PUR000666,2023-03-25,SP00046,Sensor Type-46,Purchase,29,426.79,12376.91,BATCH00666
PUR000667,2023-03-29,SP00046,Sensor Type-46,Purchase,76,409.71,31137.73,BATCH00667
PUR000668,2023-05-22,SP00046,Sensor Type-46,Purchase,97,424.4,41166.66,BATCH00668
PUR000669,2024-02-05,SP00046,Sensor Type-46,Purchase,84,428.05,35956.36,BATCH00669
PUR000670,2024-05-01,SP00046,Sensor Type-46,Purchase,75,445.25,33393.75,BATCH00670
PUR000671,2024-07-03,SP00046,Sensor Type-46,Purchase,17,446.74,7594.65,BATCH00671
PUR000672,2024-07-20,SP00046,Sensor Type-46,Purchase,75,448.03,33602.01,BATCH00672
PUR000673,2024-08-22,SP00046,Sensor Type-46,Purchase,82,448.11,36744.64,BATCH00673
PUR000674,2024-09-06,SP00046,Sensor Type-46,Purchase,69,432.72,29857.99,BATCH00674
PUR000675,2024-12-12,SP00046,Sensor Type-46,Purchase,49,465.97,22832.34,BATCH00675
PUR000676,2024-12-17,SP00046,Sensor Type-46,Purchase,60,468.56,28113.56,BATCH00676
PUR000677,2022-01-07,SP00047,Wire Type-47,Purchase,92,139.2,12806.15,BATCH00677
PUR000678,2022-03-06,SP00047,Wire Type-47,Purchase,92,143.16,13170.97,BATCH00678
PUR000679,2022-04-03,SP00047,Wire Type-47,Purchase,57,143.51,8179.93,BATCH00679
PUR000680,2022-05-04,SP00047,Wire Type-47,Purchase,58,144.51,8381.57,BATCH00680
PUR000681,2022-05-11,SP00047,Wire Type-47,Purchase,58,137.14,7954.27,BATCH00681
PUR000682,2022-05-22,SP00047,Wire Type-47,Purchase,97,136.34,13224.91,BATCH00682
PUR000683,2022-05-30,SP00047,Wire Type-47,Purchase,79,144.62,11424.91,BATCH00683
PUR000684,2023-01-04,SP00047,Wire Type-47,Purchase,54,137.05,7400.5,BATCH00684
PUR000685,2023-03-23,SP00047,Wire Type-47,Purchase,78,138.23,10782.25,BATCH00685
PUR000686,2023-08-11,SP00047,Wire Type-47,Purchase,26,144.77,3763.92,BATCH00686
PUR000687,2023-12-07,SP00047,Wire Type-47,Purchase,38,151.9,5772.36,BATCH00687
PUR000688,2024-04-17,SP00047,Wire Type-47,Purchase,12,156.02,1872.29,BATCH00688
PUR000689,2024-05-17,SP00047,Wire Type-47,Purchase,69,158.78,10955.56,BATCH00689
PUR000690,2024-08-24,SP00047,Wire Type-47,Purchase,79,156.02,12325.85,BATCH00690
PUR000691,2022-02-02,SP00048,Sensor Type-48,Purchase,14,188.2,2634.83,BATCH00691
PUR000692,2022-03-07,SP00048,Sensor Type-48,Purchase,96,195.85,18801.91,BATCH00692
PUR000693,2022-05-18,SP00048,Sensor Type-48,Purchase,16,202.87,3246.0,BATCH00693
PUR000694,2022-08-20,SP00048,Sensor Type-48,Purchase,15,196.21,2943.09,BATCH00694
PUR000695,2022-11-14,SP00048,Sensor Type-48,Purchase,39,201.65,7864.54,BATCH00695
PUR000696,2023-01-22,SP00048,Sensor Type-48,Purchase,17,206.31,3507.22,BATCH00696
PUR000697,2023-02-27,SP00048,Sensor Type-48,Purchase,47,199.02,9354.08,BATCH00697
PUR000698,2023-04-16,SP00048,Sensor Type-48,Purchase,83,202.21,16783.71,BATCH00698
PUR000699,2023-05-08,SP00048,Sensor Type-48,Purchase,86,204.55,17591.41,BATCH00699
PUR000700,2023-05-22,SP00048,Sensor Type-48,Purchase,51,214.39,10933.69,BATCH00700
PUR000701,2023-07-19,SP00048,Sensor Type-48,Purchase,28,204.72,5732.09,BATCH00701
PUR000702,2023-12-10,SP00048,Sensor Type-48,Purchase,76,224.5,17061.81,BATCH00702
PUR000703,2024-02-16,SP00048,Sensor Type-48,Purchase,48,209.89,10074.9,BATCH00703
PUR000704,2024-05-08,SP00048,Sensor Type-48,Purchase,81,213.21,17269.61,BATCH00704
PUR000705,2024-08-01,SP00048,Sensor Type-48,Purchase,32,230.27,7368.52,BATCH00705
PUR000706,2024-12-25,SP00048,Sensor Type-48,Purchase,64,227.11,14535.1,BATCH00706
PUR000707,2022-04-07,SP00049,Wire Type-49,Purchase,81,735.45,59571.74,BATCH00707
PUR000708,2022-10-23,SP00049,Wire Type-49,Purchase,63,718.83,45286.55,BATCH00708
PUR000709,2022-11-02,SP00049,Wire Type-49,Purchase,27,730.28,19717.59,BATCH00709
PUR000710,2023-01-12,SP00049,Wire Type-49,Purchase,42,724.72,30438.35,BATCH00710
PUR000711,2023-04-07,SP00049,Wire Type-49,Purchase,92,719.03,66151.02,BATCH00711
PUR000712,2023-05-09,SP00049,Wire Type-49,Purchase,67,712.75,47754.33,BATCH00712
PUR000713,2023-09-07,SP00049,Wire Type-49,Purchase,21,781.85,16418.95,BATCH00713
PUR000714,2023-09-08,SP00049,Wire Type-49,Purchase,34,758.41,25786.04,BATCH00714
PUR000715,2023-10-15,SP00049,Wire Type-49,Purchase,58,725.2,42061.77,BATCH00715
PUR000716,2023-12-07,SP00049,Wire Type-49,Purchase,87,777.59,67650.07,BATCH00716
PUR000717,2024-02-10,SP00049,Wire Type-49,Purchase,19,735.04,13965.77,BATCH00717
PUR000718,2024-02-20,SP00049,Wire Type-49,Purchase,85,747.42,63530.41,BATCH00718
PUR000719,2024-04-16,SP00049,Wire Type-49,Purchase,81,794.25,64333.87,BATCH00719
PUR000720,2024-05-02,SP00049,Wire Type-49,Purchase,36,756.32,27227.61,BATCH00720
PUR000721,2024-08-06,SP00049,Wire Type-49,Purchase,52,816.61,42463.78,BATCH00721
PUR000722,2024-08-27,SP00049,Wire Type-49,Purchase,11,773.98,8513.79,BATCH00722
PUR000723,2024-10-12,SP00049,Wire Type-49,Purchase,34,771.03,26215.08,BATCH00723
PUR000724,2024-12-10,SP00049,Wire Type-49,Purchase,25,836.49,20912.25,BATCH00724
PUR000725,2022-07-21,SP00050,Belt Type-50,Purchase,50,143.64,7182.16,BATCH00725
PUR000726,2023-02-23,SP00050,Belt Type-50,Purchase,57,150.0,8549.9,BATCH00726
PUR000727,2023-05-06,SP00050,Belt Type-50,Purchase,15,142.65,2139.82,BATCH00727
PUR000728,2023-05-12,SP00050,Belt Type-50,Purchase,38,146.4,5563.04,BATCH00728
PUR000729,2023-06-20,SP00050,Belt Type-50,Purchase,12,149.74,1796.9,BATCH00729
PUR000730,2023-08-03,SP00050,Belt Type-50,Purchase,84,143.52,12055.48,BATCH00730
PUR000731,2023-09-24,SP00050,Belt Type-50,Purchase,63,149.18,9398.14,BATCH00731
PUR000732,2023-10-21,SP00050,Belt Type-50,Purchase,35,145.47,5091.37,BATCH00732
PUR000733,2024-01-06,SP00050,Belt Type-50,Purchase,58,147.4,8548.92,BATCH00733
PUR000734,2024-01-07,SP00050,Belt Type-50,Purchase,41,151.01,6191.47,BATCH00734
PUR000735,2024-02-19,SP00050,Belt Type-50,Purchase,93,150.76,14020.39,BATCH00735
PUR000736,2024-03-23,SP00050,Belt Type-50,Purchase,53,158.1,8379.12,BATCH00736
PUR000737,2024-08-12,SP00050,Belt Type-50,Purchase,72,150.3,10821.26,BATCH00737
PUR000738,2024-08-19,SP00050,Belt Type-50,Purchase,92,161.36,14844.73,BATCH00738
PUR000739,2024-10-15,SP00050,Belt Type-50,Purchase,68,158.95,10808.38,BATCH00739
PUR000740,2024-11-16,SP00050,Belt Type-50,Purchase,55,150.65,8286.02,BATCH00740
PUR000741,2024-12-28,SP00050,Belt Type-50,Purchase,79,151.43,11962.89,BATCH00741
PUR000742,2022-01-14,SP00051,Wire Type-51,Purchase,91,274.51,24980.37,BATCH00742
PUR000743,2022-01-19,SP00051,Wire Type-51,Purchase,88,292.12,25706.39,BATCH00743
PUR000744,2022-03-11,SP00051,Wire Type-51,Purchase,94,301.27,28319.5,BATCH00744
PUR000745,2022-04-10,SP00051,Wire Type-51,Purchase,10,290.15,2901.54,BATCH00745
PUR000746,2022-05-01,SP00051,Wire Type-51,Purchase,62,292.27,18120.74,BATCH00746
PUR000747,2022-05-20,SP00051,Wire Type-51,Purchase,77,277.82,21392.13,BATCH00747
PUR000748,2022-06-02,SP00051,Wire Type-51,Purchase,78,299.09,23328.95,BATCH00748
PUR000749,2022-10-09,SP00051,Wire Type-51,Purchase,12,311.87,3742.38,BATCH00749
PUR000750,2022-11-06,SP00051,Wire Type-51,Purchase,99,298.82,29583.03,BATCH00750
PUR000751,2023-01-12,SP00051,Wire Type-51,Purchase,32,306.63,9812.09,BATCH00751
PUR000752,2023-03-24,SP00051,Wire Type-51,Purchase,22,292.22,6428.78,BATCH00752
PUR000753,2023-04-19,SP00051,Wire Type-51,Purchase,40,305.94,12237.43,BATCH00753
PUR000754,2024-02-04,SP00051,Wire Type-51,Purchase,77,306.86,23628.45,BATCH00754
PUR000755,2024-04-24,SP00051,Wire Type-51,Purchase,55,311.84,17151.27,BATCH00755
PUR000756,2024-07-22,SP00051,Wire Type-51,Purchase,60,315.73,18943.87,BATCH00756
PUR000757,2024-11-01,SP00051,Wire Type-51,Purchase,61,313.48,19122.3,BATCH00757
PUR000758,2024-12-09,SP00051,Wire Type-51,Purchase,41,327.4,13423.45,BATCH00758
PUR000759,2022-01-20,SP00052,Sensor Type-52,Purchase,92,579.7,53331.94,BATCH00759
PUR000760,2022-03-06,SP00052,Sensor Type-52,Purchase,82,579.82,47545.46,BATCH00760
PUR000761,2022-04-25,SP00052,Sensor Type-52,Purchase,22,594.71,13083.66,BATCH00761
PUR000762,2022-06-15,SP00052,Sensor Type-52,Purchase,15,594.09,8911.28,BATCH00762
PUR000763,2022-06-19,SP00052,Sensor Type-52,Purchase,98,556.38,54524.84,BATCH00763
PUR000764,2022-07-11,SP00052,Sensor Type-52,Purchase,70,595.74,41701.78,BATCH00764
PUR000765,2022-12-17,SP00052,Sensor Type-52,Purchase,19,572.28,10873.31,BATCH00765
PUR000766,2023-09-07,SP00052,Sensor Type-52,Purchase,45,617.07,27768.26,BATCH00766
PUR000767,2024-02-12,SP00052,Sensor Type-52,Purchase,82,642.67,52699.09,BATCH00767
PUR000768,2024-02-16,SP00052,Sensor Type-52,Purchase,32,628.08,20098.45,BATCH00768
PUR000769,2024-04-10,SP00052,Sensor Type-52,Purchase,50,649.12,32456.15,BATCH00769
PUR000770,2024-09-01,SP00052,Sensor Type-52,Purchase,36,602.78,21700.03,BATCH00770
PUR000771,2024-10-20,SP00052,Sensor Type-52,Purchase,60,642.76,38565.43,BATCH00771
PUR000772,2022-04-20,SP00053,Brake Pad Type-53,Purchase,39,2069.15,80696.95,BATCH00772
PUR000773,2022-06-10,SP00053,Brake Pad Type-53,Purchase,53,2244.24,118944.94,BATCH00773
PUR000774,2022-10-14,SP00053,Brake Pad Type-53,Purchase,88,2230.61,196293.31,BATCH00774
PUR000775,2022-11-29,SP00053,Brake Pad Type-53,Purchase,60,2321.79,139307.4,BATCH00775
PUR000776,2023-05-08,SP00053,Brake Pad Type-53,Purchase,51,2373.65,121056.31,BATCH00776
PUR000777,2023-09-05,SP00053,Brake Pad Type-53,Purchase,44,2193.96,96534.2,BATCH00777
PUR000778,2023-11-11,SP00053,Brake Pad Type-53,Purchase,67,2387.58,159967.83,BATCH00778
PUR000779,2023-12-10,SP00053,Brake Pad Type-53,Purchase,55,2328.0,128039.77,BATCH00779
PUR000780,2024-02-26,SP00053,Brake Pad Type-53,Purchase,58,2365.36,137190.95,BATCH00780
PUR000781,2024-03-07,SP00053,Brake Pad Type-53,Purchase,97,2339.74,226954.45,BATCH00781
PUR000782,2024-10-22,SP00053,Brake Pad Type-53,Purchase,58,2443.23,141707.3,BATCH00782
PUR000783,2022-05-31,SP00054,Sensor Type-54,Purchase,49,281.97,13816.56,BATCH00783
PUR000784,2022-06-18,SP00054,Sensor Type-54,Purchase,44,293.06,12894.67,BATCH00784
PUR000785,2022-08-07,SP00054,Sensor Type-54,Purchase,21,284.86,5982.1,BATCH00785
PUR000786,2022-11-12,SP00054,Sensor Type-54,Purchase,67,291.1,19503.46,BATCH00786
PUR000787,2023-05-20,SP00054,Sensor Type-54,Purchase,75,309.7,23227.71,BATCH00787
PUR000788,2023-07-03,SP00054,Sensor Type-54,Purchase,13,306.84,3988.87,BATCH00788
PUR000789,2023-08-28,SP00054,Sensor Type-54,Purchase,80,299.09,23927.56,BATCH00789
PUR000790,2023-10-11,SP00054,Sensor Type-54,Purchase,86,300.87,25874.61,BATCH00790
PUR000791,2024-01-09,SP00054,Sensor Type-54,Purchase,59,326.2,19246.01,BATCH00791
PUR000792,2024-02-18,SP00054,Sensor Type-54,Purchase,62,303.22,18799.36,BATCH00792
PUR000793,2024-03-08,SP00054,Sensor Type-54,Purchase,20,315.92,6318.5,BATCH00793
PUR000794,2022-05-10,SP00055,Bearing Type-55,Purchase,41,958.89,39314.53,BATCH00794
PUR000795,2022-06-07,SP00055,Bearing Type-55,Purchase,73,997.62,72826.34,BATCH00795
PUR000796,2022-10-12,SP00055,Bearing Type-55,Purchase,35,1002.0,35069.83,BATCH00796
PUR000797,2022-10-26,SP00055,Bearing Type-55,Purchase,27,990.33,26738.78,BATCH00797
PUR000798,2022-12-09,SP00055,Bearing Type-55,Purchase,60,980.74,58844.13,BATCH00798
PUR000799,2022-12-14,SP00055,Bearing Type-55,Purchase,89,984.14,87588.07,BATCH00799
PUR000800,2023-05-13,SP00055,Bearing Type-55,Purchase,52,1008.31,52431.87,BATCH00800
PUR000801,2023-07-04,SP00055,Bearing Type-55,Purchase,65,1021.23,66379.84,BATCH00801
PUR000802,2023-07-05,SP00055,Bearing Type-55,Purchase,93,1059.92,98572.15,BATCH00802
PUR000803,2023-07-20,SP00055,Bearing Type-55,Purchase,27,1078.28,29113.66,BATCH00803
PUR000804,2023-09-06,SP00055,Bearing Type-55,Purchase,87,1015.08,88311.68,BATCH00804
PUR000805,2023-09-09,SP00055,Bearing Type-55,Purchase,35,1082.48,37886.93,BATCH00805
PUR000806,2024-02-19,SP00055,Bearing Type-55,Purchase,32,1055.26,33768.16,BATCH00806
PUR000807,2024-05-12,SP00055,Bearing Type-55,Purchase,50,1117.97,55898.55,BATCH00807
PUR000808,2024-06-09,SP00055,Bearing Type-55,Purchase,98,1049.65,102865.39,BATCH00808
PUR000809,2024-09-18,SP00055,Bearing Type-55,Purchase,83,1099.65,91270.67,BATCH00809
PUR000810,2024-10-06,SP00055,Bearing Type-55,Purchase,51,1118.25,57030.59,BATCH00810
PUR000811,2024-12-03,SP00055,Bearing Type-55,Purchase,60,1081.6,64895.85,BATCH00811
PUR000812,2022-02-25,SP00056,Cylinder Type-56,Purchase,64,671.45,42972.78,BATCH00812
PUR000813,2022-05-22,SP00056,Cylinder Type-56,Purchase,19,688.02,13072.41,BATCH00813
PUR000814,2022-08-22,SP00056,Cylinder Type-56,Purchase,86,673.51,57921.92,BATCH00814
PUR000815,2022-10-13,SP00056,Cylinder Type-56,Purchase,61,680.22,41493.19,BATCH00815
PUR000816,2023-01-04,SP00056,Cylinder Type-56,Purchase,98,691.46,67762.96,BATCH00816
PUR000817,2023-02-14,SP00056,Cylinder Type-56,Purchase,14,687.12,9619.61,BATCH00817
PUR000818,2023-03-06,SP00056,Cylinder Type-56,Purchase,56,714.77,40026.84,BATCH00818
PUR000819,2023-05-11,SP00056,Cylinder Type-56,Purchase,78,714.63,55740.99,BATCH00819
PUR000820,2023-06-02,SP00056,Cylinder Type-56,Purchase,20,709.07,14181.43,BATCH00820
PUR000821,2023-08-20,SP00056,Cylinder Type-56,Purchase,41,681.86,27956.33,BATCH00821
PUR000822,2023-09-13,SP00056,Cylinder Type-56,Purchase,55,722.95,39762.46,BATCH00822
PUR000823,2024-04-17,SP00056,Cylinder Type-56,Purchase,88,706.84,62201.84,BATCH00823
PUR000824,2024-06-16,SP00056,Cylinder Type-56,Purchase,92,703.06,64681.62,BATCH00824
PUR000825,2024-08-03,SP00056,Cylinder Type-56,Purchase,61,754.09,45999.66,BATCH00825
PUR000826,2024-10-19,SP00056,Cylinder Type-56,Purchase,52,782.77,40704.24,BATCH00826
PUR000827,2022-01-22,SP00057,Pump Type-57,Purchase,47,3952.82,185782.35,BATCH00827
PUR000828,2022-02-20,SP00057,Pump Type-57,Purchase,20,3941.92,78838.41,BATCH00828
PUR000829,2022-07-21,SP00057,Pump Type-57,Purchase,28,3901.23,109234.51,BATCH00829
PUR000830,2022-08-05,SP00057,Pump Type-57,Purchase,53,4003.45,212182.84,BATCH00830
PUR000831,2022-11-05,SP00057,Pump Type-57,Purchase,36,4096.48,147473.46,BATCH00831
PUR000832,2023-03-29,SP00057,Pump Type-57,Purchase,54,4201.6,226886.5,BATCH00832
PUR000833,2023-03-31,SP00057,Pump Type-57,Purchase,66,4183.83,276133.01,BATCH00833
PUR000834,2023-06-14,SP00057,Pump Type-57,Purchase,67,4328.4,290002.54,BATCH00834
PUR000835,2023-12-08,SP00057,Pump Type-57,Purchase,48,4251.71,204082.22,BATCH00835
PUR000836,2024-02-06,SP00057,Pump Type-57,Purchase,100,4163.94,416394.34,BATCH00836
PUR000837,2024-03-12,SP00057,Pump Type-57,Purchase,53,4212.86,223281.49,BATCH00837
PUR000838,2024-07-01,SP00057,Pump Type-57,Purchase,96,4507.27,432697.54,BATCH00838
PUR000839,2024-08-06,SP00057,Pump Type-57,Purchase,41,4594.87,188389.6,BATCH00839
PUR000840,2024-10-21,SP00057,Pump Type-57,Purchase,80,4509.32,360745.73,BATCH00840
PUR000841,2024-11-11,SP00057,Pump Type-57,Purchase,81,4360.08,353166.64,BATCH00841
PUR000842,2024-11-28,SP00057,Pump Type-57,Purchase,69,4489.37,309766.73,BATCH00842
PUR000843,2022-01-10,SP00058,Bolt Type-58,Purchase,100,437.9,43789.52,BATCH00843
PUR000844,2022-03-01,SP00058,Bolt Type-58,Purchase,18,464.81,8366.49,BATCH00844
PUR000845,2023-01-13,SP00058,Bolt Type-58,Purchase,78,474.01,36972.54,BATCH00845
PUR000846,2023-01-17,SP00058,Bolt Type-58,Purchase,51,455.88,23249.97,BATCH00846
PUR000847,2023-02-09,SP00058,Bolt Type-58,Purchase,24,457.72,10985.38,BATCH00847
PUR000848,2023-02-26,SP00058,Bolt Type-58,Purchase,72,461.82,33251.21,BATCH00848
PUR000849,2023-03-16,SP00058,Bolt Type-58,Purchase,91,475.48,43268.83,BATCH00849
PUR000850,2024-03-07,SP00058,Bolt Type-58,Purchase,59,486.78,28720.31,BATCH00850
PUR000851,2024-03-21,SP00058,Bolt Type-58,Purchase,85,502.43,42706.51,BATCH00851
PUR000852,2024-04-09,SP00058,Bolt Type-58,Purchase,55,478.85,26336.7,BATCH00852
PUR000853,2024-05-29,SP00058,Bolt Type-58,Purchase,89,518.44,46141.25,BATCH00853
PUR000854,2024-06-04,SP00058,Bolt Type-58,Purchase,96,485.07,46566.84,BATCH00854
PUR000855,2024-07-09,SP00058,Bolt Type-58,Purchase,48,514.01,24672.61,BATCH00855
PUR000856,2022-06-23,SP00059,Pump Type-59,Purchase,72,356.03,25634.27,BATCH00856
PUR000857,2022-08-28,SP00059,Pump Type-59,Purchase,33,349.67,11539.15,BATCH00857
PUR000858,2022-08-30,SP00059,Pump Type-59,Purchase,67,350.68,23495.82,BATCH00858
PUR000859,2022-10-02,SP00059,Pump Type-59,Purchase,55,363.16,19973.69,BATCH00859
PUR000860,2022-10-10,SP00059,Pump Type-59,Purchase,72,375.48,27034.87,BATCH00860
PUR000861,2022-10-17,SP00059,Pump Type-59,Purchase,59,346.51,20444.32,BATCH00861
PUR000862,2022-12-21,SP00059,Pump Type-59,Purchase,74,379.48,28081.87,BATCH00862
PUR000863,2023-01-10,SP00059,Pump Type-59,Purchase,62,369.18,22888.96,BATCH00863
PUR000864,2023-01-16,SP00059,Pump Type-59,Purchase,63,370.62,23348.82,BATCH00864
PUR000865,2023-05-04,SP00059,Pump Type-59,Purchase,66,376.77,24866.62,BATCH00865
PUR000866,2023-09-18,SP00059,Pump Type-59,Purchase,20,375.08,7501.59,BATCH00866
PUR000867,2023-10-04,SP00059,Pump Type-59,Purchase,38,378.72,14391.46,BATCH00867
PUR000868,2024-02-04,SP00059,Pump Type-59,Purchase,45,374.15,16836.57,BATCH00868
PUR000869,2024-02-25,SP00059,Pump Type-59,Purchase,46,372.54,17137.03,BATCH00869
PUR000870,2024-03-06,SP00059,Pump Type-59,Purchase,68,370.83,25216.62,BATCH00870
PUR000871,2024-05-06,SP00059,Pump Type-59,Purchase,73,388.99,28395.99,BATCH00871
PUR000872,2024-05-16,SP00059,Pump Type-59,Purchase,24,388.85,9332.33,BATCH00872
PUR000873,2024-09-23,SP00059,Pump Type-59,Purchase,44,395.94,17421.4,BATCH00873
PUR000874,2024-11-12,SP00059,Pump Type-59,Purchase,56,406.33,22754.55,BATCH00874
PUR000875,2022-03-08,SP00060,Cylinder Type-60,Purchase,27,419.57,11328.41,BATCH00875
PUR000876,2022-03-27,SP00060,Cylinder Type-60,Purchase,36,447.59,16113.07,BATCH00876
PUR000877,2022-06-28,SP00060,Cylinder Type-60,Purchase,82,454.13,37238.59,BATCH00877
PUR000878,2022-07-29,SP00060,Cylinder Type-60,Purchase,45,435.89,19615.26,BATCH00878
PUR000879,2022-08-29,SP00060,Cylinder Type-60,Purchase,31,448.63,13907.42,BATCH00879
PUR000880,2023-03-06,SP00060,Cylinder Type-60,Purchase,100,447.43,44742.86,BATCH00880
PUR000881,2023-03-24,SP00060,Cylinder Type-60,Purchase,83,447.05,37105.52,BATCH00881
PUR000882,2023-05-01,SP00060,Cylinder Type-60,Purchase,75,448.09,33606.53,BATCH00882
PUR000883,2023-05-22,SP00060,Cylinder Type-60,Purchase,96,482.33,46303.71,BATCH00883
PUR000884,2023-06-23,SP00060,Cylinder Type-60,Purchase,27,476.44,12863.92,BATCH00884
PUR000885,2023-09-02,SP00060,Cylinder Type-60,Purchase,62,487.64,30233.43,BATCH00885
PUR000886,2023-12-15,SP00060,Cylinder Type-60,Purchase,45,491.97,22138.66,BATCH00886
PUR000887,2023-12-20,SP00060,Cylinder Type-60,Purchase,26,489.83,12735.67,BATCH00887
PUR000888,2024-05-20,SP00060,Cylinder Type-60,Purchase,26,491.15,12769.79,BATCH00888
PUR000889,2024-05-26,SP00060,Cylinder Type-60,Purchase,51,469.74,23956.79,BATCH00889
PUR000890,2024-06-18,SP00060,Cylinder Type-60,Purchase,96,499.03,47906.67,BATCH00890
PUR000891,2024-06-22,SP00060,Cylinder Type-60,Purchase,28,478.21,13389.77,BATCH00891
PUR000892,2024-07-10,SP00060,Cylinder Type-60,Purchase,44,488.2,21480.99,BATCH00892
PUR000893,2022-01-06,SP00061,Bolt Type-61,Purchase,73,334.54,24421.22,BATCH00893
PUR000894,2022-05-10,SP00061,Bolt Type-61,Purchase,46,321.88,14806.7,BATCH00894
PUR000895,2022-06-04,SP00061,Bolt Type-61,Purchase,83,325.26,26996.29,BATCH00895
PUR000896,2022-07-10,SP00061,Bolt Type-61,Purchase,72,319.95,23036.05,BATCH00896
PUR000897,2023-03-23,SP00061,Bolt Type-61,Purchase,97,353.48,34287.32,BATCH00897
PUR000898,2023-07-24,SP00061,Bolt Type-61,Purchase,15,358.18,5372.72,BATCH00898
PUR000899,2023-11-02,SP00061,Bolt Type-61,Purchase,68,339.35,23075.96,BATCH00899
PUR000900,2024-01-04,SP00061,Bolt Type-61,Purchase,30,339.07,10172.01,BATCH00900
PUR000901,2024-01-26,SP00061,Bolt Type-61,Purchase,10,355.18,3551.8,BATCH00901
PUR000902,2024-02-08,SP00061,Bolt Type-61,Purchase,64,375.46,24029.13,BATCH00902
PUR000903,2024-03-25,SP00061,Bolt Type-61,Purchase,98,349.18,34219.78,BATCH00903
