transaction_id,part_id,transaction_date,transaction_type,quantity,stock_after_transaction,warehouse_location,reference_doc
TXN002674,SP00138,2023-10-25,Issue,1,78,WH03,REF4057
TXN002675,SP00149,2023-10-25,Issue,3,0,WH04,REF3914
TXN002676,SP00148,2023-10-25,Receipt,15,31,WH04,REF3747
TXN002677,SP00161,2023-10-25,Receipt,10,108,WH04,REF4631
TXN002678,SP00074,2023-10-25,Receipt,12,47,WH03,REF9679
TXN002679,SP00012,2023-10-26,Receipt,16,81,WH01,REF4662
TXN002680,SP00034,2023-10-26,Receipt,8,11,WH05,REF7409
TXN002681,SP00104,2023-10-26,Issue,1,46,WH04,REF9502
TXN002682,SP00065,2023-10-26,Issue,4,10,WH05,REF6314
TXN002683,SP00077,2023-10-26,Issue,3,70,WH04,REF5707
TXN002684,SP00030,2023-10-26,Receipt,12,94,WH01,REF4181
TXN002685,SP00141,2023-10-26,Issue,5,27,WH01,REF9393
TXN002686,SP00045,2023-10-26,Receipt,7,49,WH01,REF8884
TXN002687,SP00016,2023-10-26,Issue,2,16,WH01,REF4262
TXN002688,SP00180,2023-10-26,Issue,3,64,WH05,REF4866
TXN002689,SP00179,2023-10-26,Issue,1,57,WH01,REF6967
TXN002690,SP00039,2023-10-26,Issue,3,15,WH01,REF6328
TXN002691,SP00097,2023-10-27,Issue,3,12,WH03,REF4314
TXN002692,SP00041,2023-10-27,Issue,2,17,WH03,REF4513
TXN002693,SP00011,2023-10-27,Receipt,20,52,WH05,REF2595
TXN002694,SP00149,2023-10-27,Issue,4,0,WH04,REF6198
TXN002695,SP00103,2023-10-27,Issue,5,0,WH03,REF3452
TXN002696,SP00085,2023-10-27,Issue,1,62,WH03,REF2427
TXN002697,SP00022,2023-10-27,Issue,3,47,WH02,REF8481
TXN002698,SP00180,2023-10-28,Issue,1,63,WH05,REF9580
TXN002699,SP00144,2023-10-28,Issue,1,18,WH05,REF3156
TXN002700,SP00089,2023-10-28,Receipt,5,29,WH03,REF6914
TXN002701,SP00171,2023-10-28,Issue,5,0,WH05,REF6706
TXN002702,SP00151,2023-10-28,Issue,2,34,WH03,REF8014
TXN002703,SP00020,2023-10-28,Issue,3,36,WH05,REF9297
TXN002704,SP00169,2023-10-28,Issue,4,37,WH05,REF8245
TXN002705,SP00183,2023-10-28,Issue,2,1,WH02,REF9072
TXN002706,SP00095,2023-10-28,Receipt,15,16,WH03,REF9869
TXN002707,SP00154,2023-10-29,Issue,5,14,WH04,REF6959
TXN002708,SP00177,2023-10-29,Receipt,15,71,WH05,REF5719
TXN002709,SP00110,2023-10-29,Issue,2,74,WH03,REF2944
TXN002710,SP00054,2023-10-29,Receipt,18,48,WH03,REF1416
TXN002711,SP00143,2023-10-29,Issue,1,42,WH01,REF1702
TXN002712,SP00096,2023-10-29,Issue,3,73,WH03,REF4761
TXN002713,SP00121,2023-10-29,Issue,2,41,WH01,REF4873
TXN002714,SP00162,2023-10-29,Issue,1,57,WH03,REF6199
TXN002715,SP00161,2023-10-29,Issue,1,107,WH03,REF6569
TXN002716,SP00050,2023-10-29,Issue,5,30,WH02,REF7974
TXN002717,SP00143,2023-10-29,Issue,2,40,WH01,REF5651
TXN002718,SP00180,2023-10-29,Issue,5,58,WH05,REF7276
TXN002719,SP00001,2023-10-29,Issue,5,20,WH04,REF3360
TXN002720,SP00175,2023-10-30,Receipt,12,55,WH04,REF8356
TXN002721,SP00171,2023-10-30,Receipt,19,19,WH03,REF7771
TXN002722,SP00075,2023-10-30,Issue,1,63,WH02,REF7001
TXN002723,SP00104,2023-10-30,Receipt,10,56,WH03,REF5717
TXN002724,SP00143,2023-10-30,Issue,1,39,WH05,REF4578
TXN002725,SP00065,2023-10-30,Receipt,10,20,WH05,REF2734
TXN002726,SP00161,2023-10-30,Receipt,11,118,WH01,REF3069
TXN002727,SP00108,2023-10-30,Issue,2,3,WH01,REF5994
TXN002728,SP00109,2023-10-30,Issue,1,0,WH04,REF1132
TXN002729,SP00006,2023-10-30,Receipt,12,46,WH04,REF5299
TXN002730,SP00072,2023-10-31,Issue,5,110,WH04,REF6652
TXN002731,SP00161,2023-10-31,Issue,2,116,WH04,REF7619
TXN002732,SP00136,2023-10-31,Issue,1,31,WH04,REF3899
TXN002733,SP00172,2023-10-31,Receipt,16,71,WH04,REF8606
TXN002734,SP00140,2023-10-31,Issue,3,96,WH05,REF5352
TXN002735,SP00121,2023-10-31,Issue,4,37,WH02,REF1535
TXN002736,SP00005,2023-10-31,Issue,5,14,WH01,REF9371
TXN002737,SP00152,2023-10-31,Receipt,19,62,WH04,REF4950
TXN002738,SP00146,2023-10-31,Receipt,17,50,WH01,REF3976
TXN002739,SP00166,2023-10-31,Receipt,8,103,WH04,REF3876
TXN002740,SP00123,2023-11-01,Issue,2,67,WH02,REF8256
TXN002741,SP00056,2023-11-01,Receipt,11,35,WH05,REF4049
TXN002742,SP00198,2023-11-01,Receipt,5,56,WH03,REF3978
TXN002743,SP00077,2023-11-01,Issue,5,65,WH05,REF4507
TXN002744,SP00139,2023-11-02,Issue,2,40,WH01,REF7997
TXN002745,SP00013,2023-11-02,Receipt,7,27,WH03,REF4871
TXN002746,SP00083,2023-11-02,Issue,2,22,WH02,REF3728
TXN002747,SP00022,2023-11-02,Issue,3,44,WH02,REF9850
TXN002748,SP00195,2023-11-02,Issue,5,8,WH03,REF5370
TXN002749,SP00033,2023-11-02,Issue,4,130,WH04,REF9078
TXN002750,SP00032,2023-11-02,Issue,4,3,WH03,REF5049
TXN002751,SP00088,2023-11-02,Receipt,15,43,WH03,REF5159
TXN002752,SP00027,2023-11-02,Issue,4,0,WH05,REF2908
TXN002753,SP00097,2023-11-02,Issue,4,8,WH05,REF8189
TXN002754,SP00113,2023-11-02,Issue,5,0,WH02,REF8211
TXN002755,SP00008,2023-11-02,Issue,1,22,WH03,REF5038
TXN002756,SP00081,2023-11-02,Issue,5,50,WH04,REF9634
TXN002757,SP00086,2023-11-02,Receipt,8,57,WH02,REF9033
TXN002758,SP00077,2023-11-03,Receipt,15,80,WH02,REF9502
TXN002759,SP00043,2023-11-03,Issue,2,6,WH01,REF2614
TXN002760,SP00088,2023-11-03,Issue,3,40,WH04,REF1889
TXN002761,SP00134,2023-11-03,Issue,2,66,WH01,REF1728
TXN002762,SP00043,2023-11-03,Issue,5,1,WH04,REF8628
TXN002763,SP00063,2023-11-03,Issue,5,99,WH05,REF8182
TXN002764,SP00079,2023-11-03,Issue,2,43,WH03,REF9426
TXN002765,SP00077,2023-11-03,Issue,2,78,WH05,REF7460
TXN002766,SP00172,2023-11-03,Receipt,6,77,WH02,REF1284
TXN002767,SP00046,2023-11-03,Issue,3,12,WH02,REF7354
TXN002768,SP00093,2023-11-03,Issue,5,83,WH05,REF6254
TXN002769,SP00189,2023-11-03,Issue,1,28,WH03,REF3670
TXN002770,SP00048,2023-11-03,Receipt,7,69,WH01,REF3444
TXN002771,SP00001,2023-11-03,Issue,2,18,WH05,REF6705
TXN002772,SP00138,2023-11-04,Issue,3,75,WH02,REF8831
TXN002773,SP00139,2023-11-04,Issue,5,35,WH02,REF1928
TXN002774,SP00012,2023-11-04,Issue,2,79,WH01,REF7808
TXN002775,SP00193,2023-11-04,Receipt,7,7,WH02,REF9189
TXN002776,SP00103,2023-11-04,Issue,1,0,WH02,REF7517
TXN002777,SP00050,2023-11-04,Issue,2,28,WH02,REF2893
TXN002778,SP00072,2023-11-04,Issue,1,109,WH04,REF7719
TXN002779,SP00088,2023-11-04,Issue,2,38,WH01,REF2886
TXN002780,SP00127,2023-11-04,Issue,1,56,WH01,REF2846
TXN002781,SP00101,2023-11-04,Issue,1,40,WH02,REF3960
TXN002782,SP00135,2023-11-04,Issue,5,21,WH01,REF8315
TXN002783,SP00118,2023-11-04,Issue,3,15,WH05,REF8170
TXN002784,SP00186,2023-11-04,Receipt,11,101,WH05,REF4507
TXN002785,SP00052,2023-11-05,Issue,2,113,WH04,REF7230
TXN002786,SP00040,2023-11-05,Issue,5,11,WH01,REF3930
TXN002787,SP00090,2023-11-05,Issue,3,0,WH05,REF2697
TXN002788,SP00142,2023-11-06,Receipt,14,83,WH02,REF2645
TXN002789,SP00037,2023-11-06,Issue,1,38,WH05,REF7468
TXN002790,SP00186,2023-11-06,Issue,2,99,WH03,REF1143
TXN002791,SP00146,2023-11-06,Issue,3,47,WH02,REF3459
TXN002792,SP00051,2023-11-06,Issue,4,93,WH02,REF1280
TXN002793,SP00137,2023-11-07,Issue,3,0,WH03,REF7234
TXN002794,SP00162,2023-11-07,Receipt,7,64,WH01,REF4516
TXN002795,SP00161,2023-11-07,Receipt,16,132,WH02,REF9135
TXN002796,SP00132,2023-11-07,Receipt,8,11,WH02,REF8433
TXN002797,SP00076,2023-11-07,Issue,3,23,WH02,REF7944
TXN002798,SP00012,2023-11-07,Receipt,15,94,WH05,REF7007
TXN002799,SP00082,2023-11-07,Issue,2,40,WH02,REF1443
TXN002800,SP00054,2023-11-07,Issue,1,47,WH02,REF1420
TXN002801,SP00154,2023-11-07,Issue,4,10,WH01,REF7921
TXN002802,SP00128,2023-11-07,Issue,5,81,WH02,REF8853
TXN002803,SP00039,2023-11-07,Issue,4,11,WH03,REF1988
TXN002804,SP00070,2023-11-07,Issue,5,27,WH01,REF8259
TXN002805,SP00162,2023-11-08,Receipt,7,71,WH04,REF7982
TXN002806,SP00072,2023-11-08,Receipt,5,114,WH04,REF4738
TXN002807,SP00149,2023-11-08,Issue,3,0,WH05,REF2753
TXN002808,SP00167,2023-11-08,Issue,3,13,WH02,REF1124
TXN002809,SP00196,2023-11-08,Issue,3,17,WH01,REF5091
TXN002810,SP00183,2023-11-08,Issue,1,0,WH05,REF6950
TXN002811,SP00094,2023-11-08,Receipt,17,30,WH04,REF8396
TXN002812,SP00136,2023-11-08,Issue,3,28,WH05,REF2063
TXN002813,SP00043,2023-11-08,Issue,5,0,WH03,REF7094
TXN002814,SP00058,2023-11-08,Issue,2,26,WH02,REF5116
TXN002815,SP00175,2023-11-08,Issue,1,54,WH02,REF5114
TXN002816,SP00113,2023-11-08,Issue,1,0,WH01,REF1722
TXN002817,SP00169,2023-11-08,Issue,1,36,WH05,REF3009
TXN002818,SP00109,2023-11-08,Issue,1,0,WH04,REF4765
TXN002819,SP00139,2023-11-09,Issue,3,32,WH01,REF9011
TXN002820,SP00114,2023-11-09,Issue,5,25,WH01,REF9919
TXN002821,SP00039,2023-11-09,Issue,1,10,WH03,REF8336
TXN002822,SP00154,2023-11-09,Issue,5,5,WH01,REF2772
TXN002823,SP00110,2023-11-10,Receipt,19,93,WH01,REF4202
TXN002824,SP00044,2023-11-10,Issue,4,104,WH04,REF2665
TXN002825,SP00130,2023-11-10,Issue,4,39,WH02,REF6441
TXN002826,SP00084,2023-11-10,Issue,1,63,WH03,REF6916
TXN002827,SP00084,2023-11-10,Receipt,13,76,WH04,REF5919
TXN002828,SP00152,2023-11-10,Issue,4,58,WH02,REF2871
TXN002829,SP00086,2023-11-10,Receipt,5,62,WH01,REF8128
TXN002830,SP00033,2023-11-10,Issue,5,125,WH05,REF6821
TXN002831,SP00160,2023-11-11,Issue,4,49,WH05,REF5157
TXN002832,SP00050,2023-11-11,Issue,2,26,WH01,REF1089
TXN002833,SP00020,2023-11-11,Issue,2,34,WH05,REF7595
TXN002834,SP00187,2023-11-11,Issue,4,15,WH03,REF8167
TXN002835,SP00005,2023-11-11,Receipt,18,32,WH02,REF2293
TXN002836,SP00137,2023-11-11,Issue,1,0,WH05,REF4941
TXN002837,SP00056,2023-11-11,Receipt,20,55,WH01,REF1525
TXN002838,SP00040,2023-11-11,Issue,3,8,WH04,REF7796
TXN002839,SP00119,2023-11-11,Issue,3,62,WH03,REF1408
TXN002840,SP00097,2023-11-11,Receipt,8,16,WH01,REF8322
TXN002841,SP00025,2023-11-12,Issue,4,32,WH01,REF5133
TXN002842,SP00004,2023-11-12,Issue,3,24,WH05,REF4865
TXN002843,SP00083,2023-11-12,Issue,5,17,WH01,REF5416
TXN002844,SP00023,2023-11-12,Issue,3,19,WH02,REF2077
TXN002845,SP00031,2023-11-12,Issue,2,80,WH01,REF5186
TXN002846,SP00058,2023-11-12,Issue,5,21,WH01,REF5876
TXN002847,SP00164,2023-11-12,Issue,5,52,WH04,REF7471
TXN002848,SP00010,2023-11-12,Receipt,20,93,WH02,REF2066
TXN002849,SP00026,2023-11-12,Issue,5,83,WH04,REF2970
TXN002850,SP00029,2023-11-12,Receipt,17,59,WH05,REF5794
TXN002851,SP00014,2023-11-12,Issue,4,42,WH01,REF3432
TXN002852,SP00128,2023-11-12,Issue,3,78,WH01,REF8946
TXN002853,SP00098,2023-11-13,Issue,2,20,WH02,REF3854
TXN002854,SP00173,2023-11-13,Receipt,18,25,WH02,REF4455
TXN002855,SP00028,2023-11-13,Receipt,14,60,WH05,REF2866
TXN002856,SP00068,2023-11-13,Receipt,19,35,WH01,REF2097
TXN002857,SP00148,2023-11-13,Receipt,13,44,WH02,REF8058
TXN002858,SP00159,2023-11-13,Receipt,9,93,WH01,REF4511
TXN002859,SP00085,2023-11-13,Issue,5,57,WH04,REF9856
TXN002860,SP00104,2023-11-13,Receipt,8,64,WH01,REF7729
TXN002861,SP00070,2023-11-13,Issue,2,25,WH01,REF5251
TXN002862,SP00168,2023-11-13,Issue,5,55,WH01,REF4853
TXN002863,SP00064,2023-11-14,Issue,5,50,WH05,REF9404
TXN002864,SP00121,2023-11-14,Issue,5,32,WH04,REF3401
TXN002865,SP00036,2023-11-14,Receipt,7,46,WH04,REF1367
TXN002866,SP00005,2023-11-14,Receipt,14,46,WH05,REF1500
TXN002867,SP00093,2023-11-14,Receipt,7,90,WH05,REF7537
TXN002868,SP00011,2023-11-14,Receipt,14,66,WH05,REF3264
TXN002869,SP00196,2023-11-14,Issue,1,16,WH04,REF6833
TXN002870,SP00116,2023-11-14,Issue,2,25,WH05,REF8214
TXN002871,SP00071,2023-11-15,Issue,1,67,WH05,REF3827
TXN002872,SP00126,2023-11-15,Issue,1,24,WH03,REF9848
TXN002873,SP00092,2023-11-15,Issue,4,21,WH03,REF8754
TXN002874,SP00149,2023-11-15,Issue,2,0,WH02,REF7230
TXN002875,SP00142,2023-11-15,Issue,3,80,WH05,REF7606
TXN002876,SP00065,2023-11-15,Issue,1,19,WH02,REF9370
TXN002877,SP00080,2023-11-15,Receipt,13,38,WH02,REF7938
TXN002878,SP00140,2023-11-15,Issue,5,91,WH02,REF8591
TXN002879,SP00074,2023-11-15,Receipt,17,64,WH05,REF8817
TXN002880,SP00070,2023-11-15,Issue,1,24,WH03,REF1706
TXN002881,SP00090,2023-11-15,Issue,2,0,WH01,REF5237
TXN002882,SP00162,2023-11-16,Issue,5,66,WH04,REF2843
TXN002883,SP00019,2023-11-16,Issue,1,62,WH04,REF5065
TXN002884,SP00170,2023-11-16,Issue,3,115,WH05,REF4672
TXN002885,SP00103,2023-11-16,Issue,4,0,WH03,REF2753
TXN002886,SP00020,2023-11-16,Receipt,19,53,WH05,REF7523
TXN002887,SP00042,2023-11-16,Issue,1,27,WH05,REF7908
TXN002888,SP00130,2023-11-16,Receipt,14,53,WH05,REF7165
TXN002889,SP00037,2023-11-16,Issue,2,36,WH03,REF8033
TXN002890,SP00042,2023-11-16,Issue,4,23,WH05,REF6118
TXN002891,SP00162,2023-11-16,Issue,4,62,WH01,REF3505
TXN002892,SP00102,2023-11-16,Issue,1,47,WH04,REF3332
TXN002893,SP00084,2023-11-16,Issue,3,73,WH05,REF4983
TXN002894,SP00117,2023-11-16,Receipt,18,123,WH03,REF9890
TXN002895,SP00184,2023-11-16,Issue,1,60,WH05,REF4637
TXN002896,SP00185,2023-11-16,Issue,4,20,WH05,REF9221
TXN002897,SP00013,2023-11-17,Issue,4,23,WH02,REF5235
TXN002898,SP00021,2023-11-17,Issue,2,53,WH05,REF8293
TXN002899,SP00021,2023-11-17,Issue,1,52,WH04,REF1361
TXN002900,SP00011,2023-11-17,Issue,1,65,WH01,REF5913
TXN002901,SP00038,2023-11-17,Issue,1,71,WH05,REF5067
TXN002902,SP00093,2023-11-17,Issue,5,85,WH02,REF4351
TXN002903,SP00063,2023-11-18,Issue,2,97,WH02,REF8784
TXN002904,SP00003,2023-11-18,Receipt,5,100,WH03,REF4056
TXN002905,SP00030,2023-11-18,Receipt,6,100,WH03,REF6262
TXN002906,SP00133,2023-11-18,Issue,1,42,WH04,REF6446
TXN002907,SP00158,2023-11-18,Receipt,5,76,WH02,REF6903
TXN002908,SP00112,2023-11-18,Receipt,13,100,WH03,REF9119
TXN002909,SP00061,2023-11-18,Issue,1,43,WH05,REF2595
TXN002910,SP00055,2023-11-18,Issue,1,7,WH02,REF5737
TXN002911,SP00104,2023-11-18,Issue,5,59,WH04,REF7587
TXN002912,SP00150,2023-11-18,Receipt,20,103,WH04,REF2070
TXN002913,SP00015,2023-11-18,Receipt,9,36,WH03,REF9818
TXN002914,SP00128,2023-11-18,Issue,5,73,WH01,REF9957
TXN002915,SP00070,2023-11-18,Issue,1,23,WH04,REF8564
TXN002916,SP00106,2023-11-18,Receipt,9,45,WH01,REF5448
TXN002917,SP00058,2023-11-19,Issue,4,17,WH05,REF2713
TXN002918,SP00115,2023-11-19,Receipt,15,60,WH05,REF4026
TXN002919,SP00167,2023-11-19,Receipt,17,30,WH03,REF9944
TXN002920,SP00137,2023-11-19,Issue,5,0,WH05,REF5079
TXN002921,SP00096,2023-11-20,Receipt,17,90,WH05,REF8214
TXN002922,SP00079,2023-11-20,Issue,5,38,WH04,REF6117
TXN002923,SP00095,2023-11-20,Issue,1,15,WH03,REF6575
TXN002924,SP00200,2023-11-20,Issue,3,16,WH01,REF2812
TXN002925,SP00063,2023-11-20,Issue,2,95,WH05,REF3958
TXN002926,SP00117,2023-11-20,Issue,4,119,WH03,REF5036
TXN002927,SP00086,2023-11-20,Issue,4,58,WH01,REF6755
TXN002928,SP00012,2023-11-20,Issue,4,90,WH01,REF7921
TXN002929,SP00120,2023-11-20,Issue,1,37,WH02,REF9811
TXN002930,SP00104,2023-11-20,Receipt,17,76,WH02,REF7901
TXN002931,SP00057,2023-11-20,Issue,4,49,WH02,REF2638
TXN002932,SP00044,2023-11-20,Issue,3,101,WH03,REF7101
TXN002933,SP00102,2023-11-20,Issue,4,43,WH04,REF1125
TXN002934,SP00179,2023-11-20,Issue,5,52,WH05,REF5933
TXN002935,SP00010,2023-11-21,Issue,5,88,WH05,REF5099
TXN002936,SP00099,2023-11-21,Issue,3,0,WH04,REF7144
TXN002937,SP00136,2023-11-21,Issue,3,25,WH05,REF8125
TXN002938,SP00043,2023-11-21,Issue,4,0,WH01,REF6355
TXN002939,SP00078,2023-11-21,Receipt,13,104,WH02,REF1235
TXN002940,SP00163,2023-11-21,Receipt,14,45,WH03,REF7940
TXN002941,SP00046,2023-11-21,Receipt,20,32,WH04,REF6569
TXN002942,SP00039,2023-11-21,Issue,1,9,WH05,REF8382
TXN002943,SP00159,2023-11-21,Receipt,14,107,WH03,REF4616
TXN002944,SP00130,2023-11-21,Issue,5,48,WH05,REF1473
TXN002945,SP00161,2023-11-21,Issue,2,130,WH03,REF5228
TXN002946,SP00116,2023-11-21,Receipt,17,42,WH02,REF4019
TXN002947,SP00003,2023-11-21,Receipt,15,115,WH03,REF1887
TXN002948,SP00174,2023-11-21,Issue,3,43,WH05,REF6685
TXN002949,SP00102,2023-11-21,Issue,1,42,WH01,REF7971
TXN002950,SP00056,2023-11-22,Receipt,8,63,WH02,REF3492
TXN002951,SP00199,2023-11-22,Issue,4,5,WH04,REF8837
TXN002952,SP00200,2023-11-22,Issue,4,12,WH03,REF7573
TXN002953,SP00040,2023-11-22,Issue,3,5,WH05,REF2103
TXN002954,SP00147,2023-11-22,Issue,1,6,WH01,REF3897
TXN002955,SP00140,2023-11-23,Receipt,8,99,WH01,REF7103
TXN002956,SP00030,2023-11-23,Receipt,13,113,WH05,REF9471
TXN002957,SP00099,2023-11-23,Issue,1,0,WH01,REF9795
TXN002958,SP00134,2023-11-23,Issue,4,62,WH05,REF9458
TXN002959,SP00116,2023-11-23,Receipt,20,62,WH04,REF3094
TXN002960,SP00187,2023-11-23,Issue,1,14,WH02,REF6871
TXN002961,SP00091,2023-11-23,Issue,1,81,WH03,REF8309
TXN002962,SP00196,2023-11-24,Receipt,18,34,WH03,REF3688
TXN002963,SP00161,2023-11-24,Issue,4,126,WH01,REF3412
TXN002964,SP00123,2023-11-24,Receipt,10,77,WH01,REF4340
TXN002965,SP00143,2023-11-24,Issue,2,37,WH04,REF6605
TXN002966,SP00023,2023-11-24,Issue,3,16,WH05,REF7322
TXN002967,SP00113,2023-11-25,Issue,4,0,WH05,REF6740
TXN002968,SP00187,2023-11-25,Receipt,10,24,WH03,REF5337
TXN002969,SP00142,2023-11-25,Receipt,10,90,WH03,REF3095
TXN002970,SP00038,2023-11-25,Issue,5,66,WH02,REF9248
TXN002971,SP00140,2023-11-25,Issue,3,96,WH03,REF5396
TXN002972,SP00098,2023-11-25,Issue,4,16,WH03,REF6005
TXN002973,SP00099,2023-11-25,Issue,3,0,WH04,REF6546
TXN002974,SP00135,2023-11-25,Receipt,11,32,WH01,REF2825
TXN002975,SP00035,2023-11-25,Issue,2,16,WH02,REF8331
TXN002976,SP00067,2023-11-25,Issue,5,48,WH05,REF9048
TXN002977,SP00068,2023-11-25,Issue,5,30,WH01,REF8385
TXN002978,SP00091,2023-11-25,Issue,4,77,WH02,REF4979
TXN002979,SP00118,2023-11-25,Issue,2,13,WH04,REF3780
TXN002980,SP00140,2023-11-25,Issue,5,91,WH05,REF7217
TXN002981,SP00075,2023-11-25,Issue,1,62,WH04,REF6793
TXN002982,SP00096,2023-11-26,Issue,5,85,WH01,REF2102
TXN002983,SP00096,2023-11-26,Issue,4,81,WH02,REF1683
TXN002984,SP00092,2023-11-26,Issue,2,19,WH01,REF7334
TXN002985,SP00182,2023-11-26,Issue,2,99,WH03,REF9934
TXN002986,SP00109,2023-11-26,Issue,2,0,WH03,REF4759
TXN002987,SP00172,2023-11-26,Issue,2,75,WH03,REF1193
TXN002988,SP00182,2023-11-26,Issue,1,98,WH05,REF2132
TXN002989,SP00052,2023-11-26,Receipt,17,130,WH04,REF8768
TXN002990,SP00187,2023-11-26,Issue,5,19,WH01,REF7962
TXN002991,SP00087,2023-11-26,Issue,2,46,WH03,REF5163
TXN002992,SP00023,2023-11-26,Issue,3,13,WH03,REF5290
TXN002993,SP00127,2023-11-26,Issue,5,51,WH02,REF9766
TXN002994,SP00140,2023-11-26,Receipt,7,98,WH04,REF4562
TXN002995,SP00010,2023-11-26,Issue,5,83,WH01,REF1255
TXN002996,SP00019,2023-11-27,Issue,3,59,WH02,REF3020
TXN002997,SP00180,2023-11-27,Issue,4,54,WH05,REF9396
TXN002998,SP00058,2023-11-27,Issue,5,12,WH04,REF7972
TXN002999,SP00056,2023-11-27,Receipt,9,72,WH05,REF1998
TXN003000,SP00185,2023-11-27,Issue,3,17,WH04,REF3176
TXN003001,SP00116,2023-11-27,Receipt,8,70,WH03,REF8363
TXN003002,SP00145,2023-11-27,Issue,3,93,WH04,REF4810
TXN003003,SP00151,2023-11-27,Issue,1,33,WH05,REF9854
TXN003004,SP00020,2023-11-27,Receipt,17,70,WH03,REF3867
TXN003005,SP00183,2023-11-27,Issue,2,0,WH05,REF4709
TXN003006,SP00078,2023-11-27,Issue,2,102,WH05,REF4857
TXN003007,SP00034,2023-11-27,Issue,1,10,WH02,REF2846
TXN003008,SP00021,2023-11-27,Receipt,20,72,WH01,REF7420
TXN003009,SP00002,2023-11-28,Receipt,11,48,WH02,REF9471
TXN003010,SP00124,2023-11-28,Receipt,6,62,WH05,REF4474
TXN003011,SP00158,2023-11-28,Issue,1,75,WH01,REF2916
TXN003012,SP00137,2023-11-28,Issue,2,0,WH02,REF1034
TXN003013,SP00097,2023-11-28,Issue,5,11,WH04,REF8558
TXN003014,SP00074,2023-11-29,Issue,1,63,WH01,REF9321
TXN003015,SP00118,2023-11-29,Receipt,20,33,WH04,REF2993
TXN003016,SP00136,2023-11-29,Issue,1,24,WH03,REF4102
TXN003017,SP00078,2023-11-29,Issue,1,101,WH03,REF2011
TXN003018,SP00062,2023-11-29,Receipt,12,63,WH05,REF5740
TXN003019,SP00118,2023-11-29,Receipt,12,45,WH01,REF9361
TXN003020,SP00088,2023-11-29,Receipt,20,58,WH03,REF7899
TXN003021,SP00086,2023-11-29,Receipt,9,67,WH02,REF6158
TXN003022,SP00155,2023-11-29,Issue,5,37,WH03,REF2600
TXN003023,SP00024,2023-11-30,Issue,1,0,WH04,REF7623
TXN003024,SP00018,2023-11-30,Receipt,5,29,WH03,REF5570
TXN003025,SP00051,2023-11-30,Receipt,17,110,WH04,REF2221
TXN003026,SP00103,2023-12-01,Issue,1,0,WH04,REF8091
TXN003027,SP00047,2023-12-01,Receipt,17,18,WH04,REF5401
TXN003028,SP00081,2023-12-01,Issue,1,49,WH04,REF7077
TXN003029,SP00193,2023-12-01,Issue,1,6,WH01,REF4683
TXN003030,SP00157,2023-12-01,Receipt,5,49,WH04,REF9874
TXN003031,SP00067,2023-12-01,Issue,4,44,WH05,REF5405
TXN003032,SP00018,2023-12-01,Receipt,20,49,WH01,REF9565
TXN003033,SP00119,2023-12-01,Issue,3,59,WH05,REF4189
TXN003034,SP00138,2023-12-02,Issue,2,73,WH03,REF3307
TXN003035,SP00159,2023-12-02,Issue,5,102,WH05,REF7639
TXN003036,SP00033,2023-12-02,Issue,5,120,WH04,REF1252
TXN003037,SP00024,2023-12-02,Issue,5,0,WH04,REF9520
TXN003038,SP00020,2023-12-02,Receipt,8,78,WH04,REF9669
TXN003039,SP00068,2023-12-02,Receipt,20,50,WH05,REF2190
TXN003040,SP00144,2023-12-02,Issue,3,15,WH05,REF8024
TXN003041,SP00162,2023-12-02,Issue,4,58,WH01,REF8446
TXN003042,SP00132,2023-12-02,Receipt,5,16,WH05,REF4878
TXN003043,SP00190,2023-12-03,Issue,1,30,WH02,REF8071
TXN003044,SP00055,2023-12-03,Receipt,16,23,WH04,REF9552
TXN003045,SP00035,2023-12-03,Issue,2,14,WH04,REF1240
TXN003046,SP00007,2023-12-03,Issue,1,50,WH05,REF1095
TXN003047,SP00163,2023-12-03,Receipt,16,61,WH02,REF2193
TXN003048,SP00153,2023-12-04,Issue,3,30,WH05,REF6150
TXN003049,SP00095,2023-12-04,Receipt,8,23,WH04,REF8973
TXN003050,SP00096,2023-12-04,Issue,1,80,WH02,REF8999
TXN003051,SP00116,2023-12-04,Issue,5,65,WH02,REF2222
TXN003052,SP00023,2023-12-04,Issue,5,8,WH02,REF5592
TXN003053,SP00134,2023-12-04,Issue,5,57,WH04,REF3257
TXN003054,SP00061,2023-12-04,Issue,2,41,WH02,REF3308
TXN003055,SP00089,2023-12-04,Issue,4,25,WH03,REF9392
TXN003056,SP00191,2023-12-04,Issue,4,43,WH01,REF5330
TXN003057,SP00135,2023-12-04,Receipt,16,48,WH03,REF3160
TXN003058,SP00099,2023-12-04,Issue,5,0,WH03,REF5811
TXN003059,SP00137,2023-12-04,Issue,1,0,WH03,REF8128
TXN003060,SP00102,2023-12-04,Receipt,9,51,WH01,REF3318
TXN003061,SP00060,2023-12-04,Issue,3,13,WH04,REF1000
TXN003062,SP00103,2023-12-04,Receipt,5,5,WH01,REF2038
TXN003063,SP00093,2023-12-05,Issue,3,82,WH04,REF5507
TXN003064,SP00079,2023-12-05,Receipt,19,57,WH02,REF4461
TXN003065,SP00157,2023-12-05,Receipt,13,62,WH04,REF3910
TXN003066,SP00153,2023-12-05,Issue,5,25,WH05,REF6375
TXN003067,SP00031,2023-12-05,Receipt,13,93,WH01,REF1957
TXN003068,SP00092,2023-12-05,Issue,5,14,WH05,REF3994
